Column,Row
0,172
1,172
2,172
3,172
4,172
5,172
6,172
7,172
8,172
9,172
10,172
11,172
12,172
13,172
14,173
15,173
16,173
17,173
18,173
19,173
20,173
21,173
22,173
23,173
24,173
25,173
26,174
27,174
28,174
29,174
30,174
31,174
32,174
33,174
34,174
35,174
36,174
37,174
38,175
39,175
40,175
41,175
42,175
43,175
44,175
45,175
46,175
47,175
48,175
49,175
50,176
51,176
52,176
53,176
54,176
55,176
56,176
57,176
58,176
59,177
60,177
61,177
62,177
63,178
64,178
65,178
66,178
67,178
68,179
69,179
70,179
71,179
72,180
73,180
74,180
75,180
76,181
77,181
78,181
79,181
80,181
81,182
82,182
83,182
84,182
85,183
86,183
87,183
88,183
89,184
90,184
91,184
92,184
93,185
94,185
95,185
96,185
97,185
98,186
99,186
100,186
101,186
102,187
103,187
104,187
105,187
106,188
107,188
108,188
109,188
110,188
111,189
112,189
113,189
114,189
115,190
116,190
117,190
118,190
119,191
120,191
121,191
122,191
123,192
124,192
125,192
126,192
127,192
128,193
129,193
130,193
131,193
132,194
133,194
134,194
135,194
136,195
137,195
138,195
139,195
140,195
141,196
142,196
143,196
144,196
145,197
146,197
147,197
148,197
149,198
150,198
151,198
152,198
153,199
154,199
155,199
156,199
157,199
158,200
159,200
160,200
161,200
162,201
163,201
164,201
165,201
166,202
167,202
168,202
169,202
170,202
171,203
172,203
173,203
174,203
175,203
176,203
177,204
178,204
179,204
180,204
181,204
182,204
183,204
184,205
185,205
186,205
187,205
188,205
189,205
190,205
191,205
192,206
193,206
194,206
195,206
196,206
197,206
198,206
199,207
200,207
201,207
202,207
203,207
204,207
205,207
206,207
207,208
208,208
209,208
210,208
211,208
212,208
213,208
214,209
215,209
216,209
217,209
218,209
219,209
220,209
221,209
222,210
223,210
224,210
225,210
226,210
227,210
228,210
229,211
230,211
231,211
232,211
233,211
234,211
235,211
236,211
237,212
238,212
239,212
240,212
241,212
242,212
243,212
244,213
245,213
246,213
247,213
248,213
249,213
250,213
251,213
252,214
253,214
254,214
255,214
256,214
257,214
258,214
259,215
260,215
261,215
262,215
263,215
264,215
265,215
266,215
267,216
268,216
269,216
270,216
271,216
272,216
273,216
274,217
275,217
276,217
277,217
278,217
279,217
280,217
281,217
282,218
283,218
284,218
285,218
286,218
287,218
288,218
289,219
290,219
291,219
292,219
293,219
294,219
295,219
296,219
297,220
298,220
299,220
300,220
301,220
302,220
303,220
304,221
305,221
306,221
307,221
308,221
309,221
310,221
311,221
312,222
313,222
314,222
315,222
316,222
317,222
318,222
319,223
320,223
321,223
322,223
323,223
324,223
325,223
326,223
327,224
328,224
329,224
330,224
331,224
332,224
333,224
334,225
335,225
336,225
337,225
338,225
339,225
340,225
341,225
342,226
343,226
344,226
345,226
346,227
347,228
348,229
349,229
350,230
351,231
352,232
353,232
354,233
355,234
356,235
357,236
358,236
359,237
360,238
361,239
362,239
363,240
364,241
365,242
366,242
367,243
368,244
369,245
370,245
371,246
372,247
373,248
374,249
375,249
376,250
377,251
378,252
379,252
380,253
381,254
382,255
383,255
384,256
385,257
386,258
387,258
388,259
389,260
390,261
391,262
392,262
393,263
394,264
395,265
396,265
397,266
398,267
399,268
400,268
401,269
402,270
403,271
404,271
405,272
406,273
407,274
408,275
409,275
410,276
411,276
412,277
413,277
414,278
415,278
416,278
417,279
418,279
419,280
420,280
421,280
422,281
423,281
424,282
425,282
426,282
427,283
428,283
429,284
430,284
431,284
432,285
433,285
434,286
435,286
436,286
437,287
438,287
439,288
440,288
441,288
442,289
443,289
444,290
445,290
446,290
447,291
448,291
449,292
450,292
451,292
452,293
453,293
454,294
455,294
456,294
457,295
458,295
459,296
460,296
461,296
462,297
463,297
464,298
465,298
466,298
467,299
468,299
469,300
470,300
471,300
472,301
473,301
474,302
475,302
476,302
477,303
478,303
479,304
480,304
481,304
482,305
483,305
484,306
485,306
486,306
487,307
488,307
489,308
490,308
491,308
492,309
493,309
494,310
495,310
496,310
497,311
498,311
499,312
500,312
501,312
502,313
503,313
504,314
505,314
506,314
507,315
508,315
509,315
510,316
511,316
512,316
513,317
514,317
515,317
516,318
517,318
518,318
519,319
520,319
521,319
522,320
523,320
524,320
525,321
526,321
527,321
528,322
529,322
530,322
531,323
532,323
533,323
534,324
535,324
536,324
537,325
538,325
539,325
540,326
541,326
542,326
543,327
544,327
545,327
546,328
547,328
548,328
549,329
550,329
551,329
552,330
553,330
554,330
555,331
556,331
557,331
558,332
559,332
560,332
561,333
562,333
563,333
564,334
565,334
566,334
567,335
568,335
569,335
570,336
571,336
572,336
573,337
574,337
575,337
576,338
577,338
578,338
579,339
580,339
581,339
582,340
583,340
584,340
585,341
586,341
587,341
588,342
589,342
590,342
591,343
592,343
593,343
594,344
595,344
596,344
597,345
598,345
599,345
600,346
601,346
602,346
603,347
604,347
605,347
606,348
607,348
608,348
609,349
610,349
611,349
612,350
613,350
614,350
615,351
616,351
617,352
618,352
619,352
620,353
621,353
622,353
623,354
624,354
625,355
626,355
627,355
628,356
629,356
630,356
631,357
632,357
633,357
634,358
635,358
636,359
637,359
638,359
639,360
640,360
641,360
642,361
643,361
644,362
645,362
646,362
647,363
648,363
649,363
650,364
651,364
652,364
653,365
654,365
655,366
656,366
657,366
658,367
659,367
660,367
661,368
662,368
663,369
664,369
665,369
666,370
667,370
668,370
669,371
670,371
671,371
672,372
673,372
674,373
675,373
676,373
677,374
678,374
679,374
680,375
681,375
682,376
683,376
684,376
685,377
686,377
687,377
688,378
689,378
690,378
691,379
692,379
693,380
694,380
695,380
696,381
697,381
698,381
699,382
700,382
701,383
702,383
703,383
704,384
705,384
706,384
707,385
708,385
709,385
710,386
711,386
712,387
713,387
714,387
715,388
716,388
717,388
718,389
719,389
720,390
721,390
722,390
723,391
724,391
725,391
726,392
727,392
728,392
729,393
730,393
731,394
732,394
733,394
734,395
735,395
736,395
737,396
738,396
739,397
740,397
741,397
742,398
743,398
744,398
745,399
746,399
747,399
748,400
749,400
750,401
751,401
752,401
753,402
754,402
755,402
756,403
757,403
758,404
759,404
760,404
761,405
762,405
763,405
764,406
765,406
766,406
767,407
768,407
769,408
770,408
771,408
772,409
773,409
774,409
775,410
776,410
777,411
778,411
779,411
780,412
781,412
782,412
783,413
784,413
785,413
786,414
787,414
788,415
789,415
790,415
791,416
792,416
793,416
794,417
795,417
796,418
797,418
798,418
799,419
800,419
801,419
802,420
803,420
804,420
805,421
806,421
807,422
808,422
809,422
810,423
811,423
812,423
813,424
814,424
815,425
816,425
817,425
818,426
819,426
820,426
821,427
822,427
823,427
824,428
825,428
826,429
827,429
828,429
829,429
830,430
831,430
832,430
833,431
834,431
835,431
836,431
837,432
838,432
839,432
840,432
841,433
842,433
843,433
844,433
845,434
846,434
847,434
848,434
849,435
850,435
851,435
852,435
853,436
854,436
855,436
856,437
857,437
858,437
859,437
860,438
861,438
862,438
863,438
864,439
865,439
866,439
867,439
868,440
869,440
870,440
871,440
872,441
873,441
874,441
875,441
876,442
877,442
878,442
879,442
880,443
881,443
882,443
883,444
884,444
885,444
886,444
887,445
888,445
889,445
890,445
891,446
892,446
893,446
894,446
895,447
896,447
897,447
898,447
899,448
900,448
901,448
902,448
903,449
904,449
905,449
906,450
907,450
908,450
909,450
910,451
911,451
912,451
913,451
914,452
915,452
916,452
917,452
918,453
919,453
920,453
921,453
922,454
923,454
924,454
925,454
926,455
927,455
928,455
929,455
930,456
931,456
932,456
933,457
934,457
935,457
936,457
937,458
938,458
939,458
940,458
941,459
942,459
943,459
944,459
945,460
946,460
947,460
948,460
949,461
950,461
951,461
952,461
953,462
954,462
955,462
956,463
957,463
958,463
959,463
960,464
961,464
962,464
963,464
964,465
965,465
966,465
967,465
968,466
969,466
970,466
971,466
972,467
973,467
974,467
975,467
976,468
977,468
978,468
979,468
980,469
981,469
982,469
983,470
984,470
985,470
986,470
987,471
988,471
989,471
990,471
991,472
992,472
993,472
994,472
995,473
996,473
997,473
998,473
999,474
1000,474
1001,474
1002,474
1003,475
1004,475
1005,475
1006,476
1007,476
1008,476
1009,476
1010,477
1011,477
1012,477
1013,477
1014,478
1015,478
1016,478
1017,478
1018,479
1019,479
1020,479
1021,479
1022,480
1023,480
1024,480
1025,480
1026,480
1027,481
1028,481
1029,481
1030,481
1031,482
1032,482
1033,482
1034,482
1035,482
1036,483
1037,483
1038,483
1039,483
1040,483
1041,484
1042,484
1043,484
1044,484
1045,485
1046,485
1047,485
1048,485
1049,485
1050,486
1051,486
1052,486
1053,486
1054,487
1055,487
1056,487
1057,487
1058,487
1059,488
1060,488
1061,488
1062,488
1063,488
1064,489
1065,489
1066,489
1067,489
1068,490
1069,490
1070,490
1071,490
1072,490
1073,491
1074,491
1075,491
1076,491
1077,492
1078,492
1079,492
1080,492
1081,492
1082,493
1083,493
1084,493
1085,493
1086,493
1087,494
1088,494
1089,494
1090,494
1091,495
1092,495
1093,495
1094,495
1095,495
1096,496
1097,496
1098,496
1099,496
1100,497
1101,497
1102,497
1103,497
1104,497
1105,498
1106,498
1107,498
1108,498
1109,498
1110,499
1111,499
1112,499
1113,499
1114,500
1115,500
1116,500
1117,500
1118,500
1119,501
1120,501
1121,501
1122,501
1123,502
1124,502
1125,502
1126,502
1127,502
1128,503
1129,503
1130,503
1131,503
1132,503
1133,504
1134,504
1135,504
1136,504
1137,505
1138,505
1139,505
1140,505
1141,505
1142,506
1143,506
1144,506
1145,506
1146,507
1147,507
1148,507
1149,507
1150,507
1151,508
1152,508
1153,508
1154,508
1155,508
1156,509
1157,509
1158,509
1159,509
1160,510
1161,510
1162,510
1163,510
1164,510
1165,511
1166,511
1167,511
1168,511
1169,512
1170,512
1171,512
1172,512
1173,512
1174,513
1175,513
1176,513
1177,513
1178,513
1179,514
1180,514
1181,514
1182,514
1183,515
1184,515
1185,515
1186,515
1187,515
1188,516
1189,516
1190,516
1191,516
1192,517
1193,517
1194,517
1195,517
1196,517
1197,518
1198,518
1199,518
1200,519
1201,519
1202,519
1203,520
1204,520
1205,520
1206,520
1207,521
1208,521
1209,521
1210,522
1211,522
1212,522
1213,523
1214,523
1215,523
1216,524
1217,524
1218,524
1219,524
1220,525
1221,525
1222,525
1223,526
1224,526
1225,526
1226,527
1227,527
1228,527
1229,527
1230,528
1231,528
1232,528
1233,529
1234,529
1235,529
1236,530
1237,530
1238,530
1239,530
1240,531
1241,531
1242,531
1243,532
1244,532
1245,532
1246,533
1247,533
1248,533
1249,534
1250,534
1251,534
1252,534
1253,535
1254,535
1255,535
1256,536
1257,536
1258,536
1259,537
1260,537
1261,537
1262,537
1263,538
1264,538
1265,538
1266,539
1267,539
1268,539
1269,540
1270,540
1271,540
1272,540
1273,541
1274,541
1275,541
1276,542
1277,542
1278,542
1279,543
1280,543
1281,543
1282,544
1283,544
1284,544
1285,544
1286,545
1287,545
1288,545
1289,546
1290,546
1291,546
1292,547
1293,547
1294,547
1295,547
1296,548
1297,548
1298,548
1299,549
1300,549
1301,549
1302,550
1303,550
1304,550
1305,551
1306,551
1307,551
1308,551
1309,552
1310,552
1311,552
1312,553
1313,553
1314,553
1315,554
1316,554
1317,554
1318,554
1319,555
1320,555
1321,555
1322,556
1323,556
1324,556
1325,557
1326,557
1327,557
1328,557
1329,558
1330,558
1331,558
1332,559
1333,559
1334,559
1335,560
1336,560
1337,560
1338,561
1339,561
1340,561
1341,561
1342,562
1343,562
1344,562
1345,563
1346,563
1347,563
1348,564
1349,564
1350,564
1351,564
1352,565
1353,565
1354,565
1355,566
1356,566
1357,566
1358,567
1359,567
1360,567
1361,568
1362,568
1363,568
1364,568
1365,569
1366,569
1367,569
1368,570
1369,570
1370,570
1371,571
1372,571
1373,571
1374,571
1375,572
1376,572
1377,572
1378,573
1379,573
1380,573
1381,574
1382,574
1383,574
1384,574
1385,575
1386,575
1387,575
1388,576
1389,576
1390,576
1391,577
1392,577
1393,577
1394,578
1395,578
1396,578
1397,578
1398,579
1399,579
1400,579
1401,580
1402,580
1403,580
1404,581
1405,581
1406,581
1407,581
1408,582
1409,582
1410,582
1411,583
1412,583
1413,583
1414,583
1415,584
1416,584
1417,584
1418,584
1419,584
1420,585
1421,585
1422,585
1423,585
1424,586
1425,586
1426,586
1427,586
1428,586
1429,587
1430,587
1431,587
1432,587
1433,588
1434,588
1435,588
1436,588
1437,588
1438,589
1439,589
1440,589
1441,589
1442,590
1443,590
1444,590
1445,590
1446,590
1447,591
1448,591
1449,591
1450,591
1451,592
1452,592
1453,592
1454,592
1455,593
1456,593
1457,593
1458,593
1459,593
1460,594
1461,594
1462,594
1463,594
1464,595
1465,595
1466,595
1467,595
1468,595
1469,596
1470,596
1471,596
1472,596
1473,597
1474,597
1475,597
1476,597
1477,597
1478,598
1479,598
1480,598
1481,598
1482,599
1483,599
1484,599
1485,599
1486,599
1487,600
1488,600
1489,600
1490,600
1491,601
1492,601
1493,601
1494,601
1495,601
1496,602
1497,602
1498,602
1499,602
1500,603
1501,603
1502,603
1503,603
1504,604
1505,604
1506,604
1507,604
1508,604
1509,605
1510,605
1511,605
1512,605
1513,606
1514,606
1515,606
1516,606
1517,606
1518,607
1519,607
1520,607
1521,607
1522,608
1523,608
1524,608
1525,608
1526,608
1527,609
1528,609
1529,609
1530,609
1531,610
1532,610
1533,610
1534,610
1535,610
1536,611
1537,611
1538,611
1539,611
1540,612
1541,612
1542,612
1543,612
1544,612
1545,613
1546,613
1547,613
1548,613
1549,614
1550,614
1551,614
1552,614
1553,615
1554,615
1555,615
1556,615
1557,615
1558,616
1559,616
1560,616
1561,616
1562,617
1563,617
1564,617
1565,617
1566,617
1567,618
1568,618
1569,618
1570,618
1571,619
1572,619
1573,619
1574,619
1575,619
1576,620
1577,620
1578,620
1579,620
1580,621
1581,621
1582,621
1583,621
1584,621
1585,622
1586,622
1587,622
1588,622
1589,623
1590,623
1591,623
1592,623
1593,623
1594,624
1595,624
1596,624
1597,624
1598,625
1599,625
1600,625
1601,625
1602,626
1603,626
1604,626
1605,627
1606,627
1607,627
1608,627
1609,628
1610,628
1611,628
1612,629
1613,629
1614,629
1615,629
1616,630
1617,630
1618,630
1619,630
1620,631
1621,631
1622,631
1623,632
1624,632
1625,632
1626,632
1627,633
1628,633
1629,633
1630,634
1631,634
1632,634
1633,634
1634,635
1635,635
1636,635
1637,636
1638,636
1639,636
1640,636
1641,637
1642,637
1643,637
1644,637
1645,638
1646,638
1647,638
1648,639
1649,639
1650,639
1651,639
1652,640
1653,640
1654,640
1655,641
1656,641
1657,641
1658,641
1659,642
1660,642
1661,642
1662,643
1663,643
1664,643
1665,643
1666,644
1667,644
1668,644
1669,644
1670,645
1671,645
1672,645
1673,646
1674,646
1675,646
1676,646
1677,647
1678,647
1679,647
1680,648
1681,648
1682,648
1683,648
1684,649
1685,649
1686,649
1687,650
1688,650
1689,650
1690,650
1691,651
1692,651
1693,651
1694,651
1695,652
1696,652
1697,652
1698,653
1699,653
1700,653
1701,653
1702,654
1703,654
1704,654
1705,655
1706,655
1707,655
1708,655
1709,656
1710,656
1711,656
1712,657
1713,657
1714,657
1715,657
1716,658
1717,658
1718,658
1719,658
1720,659
1721,659
1722,659
1723,660
1724,660
1725,660
1726,660
1727,661
1728,661
1729,661
1730,662
1731,662
1732,662
1733,662
1734,663
1735,663
1736,663
1737,664
1738,664
1739,664
1740,664
1741,665
1742,665
1743,665
1744,665
1745,666
1746,666
1747,666
1748,667
1749,667
1750,667
1751,667
1752,668
1753,668
1754,668
1755,669
1756,669
1757,669
1758,669
1759,670
1760,670
1761,670
1762,671
1763,671
1764,671
1765,671
1766,672
1767,672
1768,672
1769,672
1770,673
1771,673
1772,673
1773,674
1774,674
1775,674
1776,674
1777,675
1778,675
1779,675
1780,676
1781,676
1782,676
1783,676
1784,677
1785,677
