Column,Row
0,172
1,172
2,172
3,172
4,172
5,172
6,172
7,172
8,172
9,172
10,172
11,172
12,173
13,173
14,173
15,173
16,174
17,174
18,174
19,175
20,175
21,175
22,175
23,176
24,176
25,176
26,177
27,177
28,177
29,178
30,178
31,178
32,178
33,179
34,179
35,179
36,180
37,180
38,180
39,180
40,181
41,181
42,181
43,182
44,182
45,182
46,182
47,183
48,183
49,183
50,184
51,184
52,184
53,184
54,185
55,185
56,185
57,186
58,186
59,186
60,187
61,187
62,187
63,187
64,188
65,188
66,188
67,189
68,189
69,189
70,189
71,190
72,190
73,190
74,191
75,191
76,191
77,191
78,192
79,192
80,192
81,193
82,193
83,193
84,193
85,194
86,194
87,194
88,195
89,195
90,195
91,196
92,196
93,196
94,196
95,197
96,197
97,197
98,198
99,198
100,198
101,198
102,199
103,199
104,199
105,200
106,200
107,200
108,200
109,201
110,201
111,201
112,202
113,202
114,202
115,202
116,203
117,203
118,203
119,204
120,204
121,204
122,205
123,205
124,205
125,205
126,206
127,206
128,206
129,207
130,207
131,207
132,207
133,207
134,207
135,207
136,208
137,208
138,208
139,208
140,208
141,208
142,208
143,209
144,209
145,209
146,209
147,209
148,209
149,209
150,209
151,210
152,210
153,210
154,210
155,210
156,210
157,210
158,211
159,211
160,211
161,211
162,211
163,211
164,211
165,212
166,212
167,212
168,212
169,212
170,212
171,212
172,212
173,213
174,213
175,213
176,213
177,213
178,213
179,213
180,214
181,214
182,214
183,214
184,214
185,214
186,214
187,214
188,215
189,215
190,215
191,215
192,215
193,215
194,215
195,216
196,216
197,216
198,216
199,216
200,216
201,216
202,217
203,217
204,217
205,217
206,217
207,217
208,217
209,217
210,218
211,218
212,218
213,218
214,218
215,218
216,218
217,219
218,219
219,219
220,219
221,219
222,219
223,219
224,219
225,220
226,220
227,220
228,220
229,220
230,220
231,220
232,221
233,221
234,221
235,221
236,221
237,221
238,221
239,222
240,222
241,222
242,222
243,222
244,222
245,222
246,222
247,223
248,223
249,223
250,223
251,223
252,223
253,223
254,224
255,224
256,224
257,224
258,224
259,224
260,224
261,224
262,225
263,225
264,225
265,225
266,225
267,225
268,225
269,226
270,226
271,226
272,226
273,227
274,227
275,228
276,228
277,229
278,229
279,230
280,231
281,231
282,232
283,232
284,233
285,233
286,234
287,235
288,235
289,236
290,236
291,237
292,237
293,238
294,238
295,239
296,240
297,240
298,241
299,241
300,242
301,242
302,243
303,243
304,244
305,245
306,245
307,246
308,246
309,247
310,247
311,248
312,249
313,249
314,250
315,250
316,251
317,251
318,252
319,252
320,253
321,254
322,254
323,255
324,255
325,256
326,256
327,257
328,257
329,258
330,259
331,259
332,260
333,260
334,261
335,261
336,262
337,263
338,263
339,264
340,264
341,265
342,265
343,266
344,266
345,267
346,268
347,268
348,269
349,269
350,270
351,270
352,271
353,271
354,272
355,273
356,273
357,274
358,274
359,275
360,275
361,276
362,277
363,277
364,278
365,278
366,279
367,279
368,280
369,281
370,281
371,282
372,283
373,283
374,284
375,285
376,285
377,286
378,287
379,288
380,288
381,289
382,290
383,290
384,291
385,292
386,292
387,293
388,294
389,294
390,295
391,296
392,296
393,297
394,298
395,299
396,299
397,300
398,301
399,301
400,302
401,303
402,303
403,304
404,305
405,305
406,306
407,307
408,307
409,308
410,309
411,310
412,310
413,311
414,312
415,312
416,313
417,314
418,314
419,315
420,316
421,316
422,317
423,318
424,318
425,319
426,320
427,321
428,321
429,322
430,322
431,322
432,323
433,323
434,323
435,324
436,324
437,324
438,324
439,325
440,325
441,325
442,326
443,326
444,326
445,326
446,327
447,327
448,327
449,328
450,328
451,328
452,328
453,329
454,329
455,329
456,330
457,330
458,330
459,331
460,331
461,331
462,331
463,332
464,332
465,332
466,333
467,333
468,333
469,333
470,334
471,334
472,334
473,335
474,335
475,335
476,335
477,336
478,336
479,336
480,337
481,337
482,337
483,337
484,338
485,338
486,338
487,339
488,339
489,339
490,339
491,340
492,340
493,340
494,341
495,341
496,341
497,342
498,342
499,342
500,342
501,343
502,343
503,343
504,344
505,344
506,344
507,344
508,345
509,345
510,345
511,346
512,346
513,346
514,346
515,347
516,347
517,347
518,348
519,348
520,348
521,348
522,349
523,349
524,349
525,350
526,350
527,350
528,350
529,351
530,351
531,351
532,352
533,352
534,352
535,353
536,353
537,353
538,353
539,354
540,354
541,354
542,355
543,355
544,355
545,355
546,356
547,356
548,356
549,357
550,357
551,357
552,357
553,358
554,358
555,358
556,359
557,359
558,359
559,359
560,360
561,360
562,360
563,361
564,361
565,361
566,361
567,362
568,362
569,362
570,363
571,363
572,363
573,364
574,364
575,364
576,364
577,365
578,365
579,366
580,366
581,366
582,367
583,367
584,367
585,368
586,368
587,368
588,369
589,369
590,369
591,370
592,370
593,370
594,371
595,371
596,371
597,372
598,372
599,372
600,373
601,373
602,373
603,374
604,374
605,375
606,375
607,375
608,376
609,376
610,376
611,377
612,377
613,377
614,378
615,378
616,378
617,379
618,379
619,379
620,380
621,380
622,380
623,381
624,381
625,381
626,382
627,382
628,382
629,383
630,383
631,384
632,384
633,384
634,385
635,385
636,385
637,386
638,386
639,386
640,387
641,387
642,387
643,388
644,388
645,388
646,389
647,389
648,389
649,390
650,390
651,390
652,391
653,391
654,391
655,392
656,392
657,393
658,393
659,393
660,394
661,394
662,394
663,395
664,395
665,395
666,396
667,396
668,396
669,397
670,397
671,397
672,398
673,398
674,398
675,399
676,399
677,399
678,400
679,400
680,400
681,401
682,401
683,402
684,402
685,402
686,403
687,403
688,403
689,404
690,404
691,404
692,405
693,405
694,405
695,406
696,406
697,406
698,407
699,407
700,407
701,408
702,408
703,408
704,409
705,409
706,409
707,410
708,410
709,411
710,411
711,411
712,412
713,412
714,412
715,413
716,413
717,413
718,414
719,414
720,414
721,415
722,415
723,415
724,416
725,416
726,416
727,417
728,417
729,417
730,418
731,418
732,418
733,419
734,419
735,420
736,420
737,420
738,421
739,421
740,421
741,422
742,422
743,422
744,423
745,423
746,423
747,424
748,424
749,424
750,425
751,425
752,425
753,426
754,426
755,426
756,427
757,427
758,427
759,428
760,428
761,429
762,429
763,429
764,430
765,430
766,430
767,431
768,431
769,431
770,432
771,432
772,432
773,433
774,433
775,433
776,434
777,434
778,434
779,434
780,435
781,435
782,435
783,435
784,436
785,436
786,436
787,437
788,437
789,437
790,437
791,438
792,438
793,438
794,439
795,439
796,439
797,439
798,440
799,440
800,440
801,440
802,441
803,441
804,441
805,442
806,442
807,442
808,442
809,443
810,443
811,443
812,443
813,444
814,444
815,444
816,445
817,445
818,445
819,445
820,446
821,446
822,446
823,447
824,447
825,447
826,447
827,448
828,448
829,448
830,448
831,449
832,449
833,449
834,450
835,450
836,450
837,450
838,451
839,451
840,451
841,451
842,452
843,452
844,452
845,453
846,453
847,453
848,453
849,454
850,454
851,454
852,455
853,455
854,455
855,455
856,456
857,456
858,456
859,456
860,457
861,457
862,457
863,458
864,458
865,458
866,458
867,459
868,459
869,459
870,459
871,460
872,460
873,460
874,461
875,461
876,461
877,461
878,462
879,462
880,462
881,463
882,463
883,463
884,463
885,464
886,464
887,464
888,464
889,465
890,465
891,465
892,466
893,466
894,466
895,466
896,467
897,467
898,467
899,467
900,468
901,468
902,468
903,469
904,469
905,469
906,469
907,470
908,470
909,470
910,471
911,471
912,471
913,471
914,472
915,472
916,472
917,472
918,473
919,473
920,473
921,474
922,474
923,474
924,474
925,475
926,475
927,475
928,475
929,476
930,476
931,476
932,477
933,477
934,477
935,477
936,478
937,478
938,478
939,479
940,479
941,479
942,479
943,480
944,480
945,480
946,480
947,481
948,481
949,481
950,482
951,482
952,482
953,482
954,483
955,483
956,483
957,483
958,484
959,484
960,484
961,485
962,485
963,485
964,485
965,486
966,486
967,486
968,487
969,487
970,487
971,487
972,488
973,488
974,488
975,488
976,489
977,489
978,489
979,490
980,490
981,490
982,490
983,491
984,491
985,491
986,491
987,492
988,492
989,492
990,493
991,493
992,493
993,493
994,494
995,494
996,494
997,494
998,495
999,495
1000,495
1001,495
1002,495
1003,496
1004,496
1005,496
1006,496
1007,497
1008,497
1009,497
1010,497
1011,497
1012,498
1013,498
1014,498
1015,498
1016,498
1017,499
1018,499
1019,499
1020,499
1021,499
1022,500
1023,500
1024,500
1025,500
1026,501
1027,501
1028,501
1029,501
1030,501
1031,502
1032,502
1033,502
1034,502
1035,502
1036,503
1037,503
1038,503
1039,503
1040,503
1041,504
1042,504
1043,504
1044,504
1045,504
1046,505
1047,505
1048,505
1049,505
1050,506
1051,506
1052,506
1053,506
1054,506
1055,507
1056,507
1057,507
1058,507
1059,507
1060,508
1061,508
1062,508
1063,508
1064,508
1065,509
1066,509
1067,509
1068,509
1069,510
1070,510
1071,510
1072,510
1073,510
1074,511
1075,511
1076,511
1077,511
1078,511
1079,512
1080,512
1081,512
1082,512
1083,512
1084,513
1085,513
1086,513
1087,513
1088,513
1089,514
1090,514
1091,514
1092,514
1093,515
1094,515
1095,515
1096,515
1097,515
1098,516
1099,516
1100,516
1101,516
1102,516
1103,517
1104,517
1105,517
1106,517
1107,517
1108,518
1109,518
1110,518
1111,518
1112,519
1113,519
1114,519
1115,519
1116,519
1117,520
1118,520
1119,520
1120,520
1121,520
1122,521
1123,521
1124,521
1125,521
1126,521
1127,522
1128,522
1129,522
1130,522
1131,522
1132,523
1133,523
1134,523
1135,523
1136,524
1137,524
1138,524
1139,524
1140,524
1141,525
1142,525
1143,525
1144,525
1145,525
1146,526
1147,526
1148,526
1149,526
1150,526
1151,527
1152,527
1153,527
1154,527
1155,528
1156,528
1157,528
1158,528
1159,528
1160,529
1161,529
1162,529
1163,529
1164,530
1165,530
1166,530
1167,531
1168,531
1169,531
1170,532
1171,532
1172,532
1173,533
1174,533
1175,533
1176,534
1177,534
1178,534
1179,535
1180,535
1181,535
1182,536
1183,536
1184,536
1185,537
1186,537
1187,537
1188,538
1189,538
1190,538
1191,539
1192,539
1193,539
1194,540
1195,540
1196,540
1197,540
1198,541
1199,541
1200,541
1201,542
1202,542
1203,542
1204,543
1205,543
1206,543
1207,544
1208,544
1209,544
1210,545
1211,545
1212,545
1213,546
1214,546
1215,546
1216,547
1217,547
1218,547
1219,548
1220,548
1221,548
1222,549
1223,549
1224,549
1225,550
1226,550
1227,550
1228,551
1229,551
1230,551
1231,552
1232,552
1233,552
1234,553
1235,553
1236,553
1237,553
1238,554
1239,554
1240,554
1241,555
1242,555
1243,555
1244,556
1245,556
1246,556
1247,557
1248,557
1249,557
1250,558
1251,558
1252,558
1253,559
1254,559
1255,559
1256,560
1257,560
1258,560
1259,561
1260,561
1261,561
1262,562
1263,562
1264,562
1265,563
1266,563
1267,563
1268,564
1269,564
1270,564
1271,565
1272,565
1273,565
1274,566
1275,566
1276,566
1277,566
1278,567
1279,567
1280,567
1281,568
1282,568
1283,568
1284,569
1285,569
1286,569
1287,570
1288,570
1289,570
1290,571
1291,571
1292,571
1293,572
1294,572
1295,572
1296,573
1297,573
1298,573
1299,574
1300,574
1301,574
1302,575
1303,575
1304,575
1305,576
1306,576
1307,576
1308,577
1309,577
1310,577
1311,578
1312,578
1313,578
1314,579
1315,579
1316,579
1317,579
1318,580
1319,580
1320,580
1321,580
1322,581
1323,581
1324,581
1325,581
1326,582
1327,582
1328,582
1329,582
1330,583
1331,583
1332,583
1333,583
1334,584
1335,584
1336,584
1337,584
1338,585
1339,585
1340,585
1341,585
1342,586
1343,586
1344,586
1345,586
1346,587
1347,587
1348,587
1349,587
1350,588
1351,588
1352,588
1353,589
1354,589
1355,589
1356,589
1357,590
1358,590
1359,590
1360,590
1361,591
1362,591
1363,591
1364,591
1365,592
1366,592
1367,592
1368,592
1369,593
1370,593
1371,593
1372,593
1373,594
1374,594
1375,594
1376,594
1377,595
1378,595
1379,595
1380,595
1381,596
1382,596
1383,596
1384,596
1385,597
1386,597
1387,597
1388,597
1389,598
1390,598
1391,598
1392,599
1393,599
1394,599
1395,599
1396,600
1397,600
1398,600
1399,600
1400,601
1401,601
1402,601
1403,601
1404,602
1405,602
1406,602
1407,602
1408,603
1409,603
1410,603
1411,603
1412,604
1413,604
1414,604
1415,604
1416,605
1417,605
1418,605
1419,605
1420,606
1421,606
1422,606
1423,606
1424,607
1425,607
1426,607
1427,607
1428,608
1429,608
1430,608
1431,609
1432,609
1433,609
1434,609
1435,610
1436,610
1437,610
1438,610
1439,611
1440,611
1441,611
1442,611
1443,612
1444,612
1445,612
1446,612
1447,613
1448,613
1449,613
1450,613
1451,614
1452,614
1453,614
1454,614
1455,615
1456,615
1457,615
1458,615
1459,616
1460,616
1461,616
1462,616
1463,617
1464,617
1465,617
1466,618
1467,618
1468,618
1469,619
1470,619
1471,620
1472,620
1473,620
1474,621
1475,621
1476,621
1477,622
1478,622
1479,622
1480,623
1481,623
1482,623
1483,624
1484,624
1485,625
1486,625
1487,625
1488,626
1489,626
1490,626
1491,627
1492,627
1493,627
1494,628
1495,628
1496,628
1497,629
1498,629
1499,630
1500,630
1501,630
1502,631
1503,631
1504,631
1505,632
1506,632
1507,632
1508,633
1509,633
1510,634
1511,634
1512,634
1513,635
1514,635
1515,635
1516,636
1517,636
1518,636
1519,637
1520,637
1521,637
1522,638
1523,638
1524,639
1525,639
1526,639
1527,640
1528,640
1529,640
1530,641
1531,641
1532,641
1533,642
1534,642
1535,642
1536,643
1537,643
1538,644
1539,644
1540,644
1541,645
1542,645
1543,645
1544,646
1545,646
1546,646
1547,647
1548,647
1549,648
1550,648
1551,648
1552,649
1553,649
1554,649
1555,650
1556,650
1557,650
1558,651
1559,651
1560,651
1561,652
1562,652
1563,653
1564,653
1565,653
1566,654
1567,654
1568,654
1569,655
1570,655
1571,655
1572,656
1573,656
1574,656
1575,657
1576,657
1577,658
1578,658
1579,658
1580,659
1581,659
1582,659
1583,660
1584,660
1585,660
1586,661
1587,661
1588,662
1589,662
1590,662
1591,663
1592,663
1593,663
1594,664
1595,664
1596,664
1597,665
1598,665
1599,665
1600,666
1601,666
1602,667
1603,667
1604,667
1605,668
1606,668
1607,668
1608,669
1609,669
1610,669
1611,670
1612,670
1613,670
1614,671
1615,671
1616,671
1617,672
1618,672
1619,672
1620,673
1621,673
1622,673
1623,674
1624,674
1625,674
1626,674
1627,675
1628,675
1629,675
1630,676
1631,676
1632,676
1633,677
1634,677
1635,677
1636,677
1637,678
1638,678
1639,678
1640,679
1641,679
1642,679
1643,680
1644,680
1645,680
1646,680
1647,681
1648,681
1649,681
1650,682
1651,682
1652,682
1653,683
1654,683
1655,683
1656,683
1657,684
1658,684
1659,684
1660,685
1661,685
1662,685
1663,686
1664,686
1665,686
1666,686
1667,687
1668,687
1669,687
1670,688
1671,688
1672,688
1673,689
1674,689
1675,689
1676,689
1677,690
1678,690
1679,690
1680,691
1681,691
1682,691
1683,692
1684,692
1685,692
1686,692
1687,693
1688,693
1689,693
1690,694
1691,694
1692,694
1693,695
1694,695
1695,695
1696,695
1697,696
1698,696
1699,696
1700,697
1701,697
1702,697
1703,698
1704,698
1705,698
1706,698
1707,699
1708,699
1709,699
1710,700
1711,700
1712,700
1713,701
1714,701
1715,701
1716,701
1717,702
1718,702
1719,702
1720,703
1721,703
1722,703
1723,704
1724,704
1725,704
1726,704
1727,705
1728,705
1729,705
1730,706
1731,706
1732,706
1733,707
1734,707
1735,707
1736,707
1737,708
1738,708
1739,708
1740,709
1741,709
1742,709
1743,710
1744,710
1745,710
1746,710
1747,711
1748,711
1749,711
1750,712
1751,712
1752,712
1753,713
1754,713
1755,713
1756,713
1757,714
1758,714
1759,714
1760,715
1761,715
1762,715
1763,716
1764,716
1765,716
1766,716
1767,717
1768,717
1769,717
1770,718
1771,718
1772,718
1773,719
1774,719
1775,719
1776,720
1777,720
1778,720
1779,721
1780,721
1781,721
1782,722
1783,722
1784,722
1785,722
